# number of     number of    -1 for 
# observations  parameters  left truncated
1.68193  1    -1.37785 -0.422099 -0.618565 0.930358 0.628476
0.0223455  1    -1.21568 0.263656 -0.628289 1.06213 -0.774368
0.915265  1    -1.71423 0.0127511 0.0875605 -0.360371 0.629897
4.37427  1    -0.755676 1.64003 -1.77465 0.921237 0.71101
0.242562  1    -0.367402 1.64251 -1.38694 0.585601 0.813918
0.475592  1    -0.558785 0.503911 -0.958749 0.615356 0.761404
0.168034  1    1.70862 0.241878 -1.29394 0.810541 1.26083
3.18772  1    -0.483124 0.34221 1.45026 -0.0710447 1.18299
0.501014  1    -1.05171 1.60798 0.518731 -0.840468 0.670546
0.0345014  1    -0.0927318 0.410808 -0.426449 2.06814 -0.0139201
2.14715  1    -2.91877 1.60033 0.368956 0.627606 -0.261152
4.89452  1    -1.92608 1.13732 0.12287 -0.301648 2.76629
1.8973  1    -0.44138 0.781598 0.0927924 1.02639 1.28126
1.24879  1    0.929266 0.17308 1.22297 0.793273 0.96874
3.13166  1    -1.3002 1.44834 1.37828 0.618871 0.395066
0.195418  1    1.74569 0.825222 -0.0443406 0.539511 1.05252
4.01009  1    -2.51222 -0.55676 1.19145 0.721258 0.167672
10.6655  1    -2.36215 0.446602 0.420819 2.31942 0.640907
0.797049  1    -0.218822 0.161422 -0.369807 1.02341 0.994865
0.321485  1    0.614097 1.3335 0.299921 1.05131 1.02998
0.460622  1    1.46726 -0.399006 1.73111 0.755761 1.91912
0.931636  1    0.626813 1.34928 0.266399 -0.186173 2.662
1.61574  1    -1.02137 1.54575 -1.77247 1.40533 0.0130248
8.07315  1    -1.89765 -0.70798 -1.58135 1.92407 1.59255
5.86693  1    0.334837 2.34402 -0.377277 1.01579 1.91199
0.506411  1    -1.40776 -0.868372 0.0892753 0.452335 0.627087
0.405767  1    -0.569906 0.316068 -0.103643 0.499612 0.818757
1.9886  1    -0.75842 0.0581907 0.9403 1.23127 0.197689
0.32106  1    0.541642 0.436934 -0.637038 1.07967 0.715538
2.93529  1    -2.70161 0.168372 1.03176 1.11381 0.492326
0.594841  1    0.515316 -1.16731 -0.773748 0.864959 2.52045
0.445155  1    -1.42673 0.882354 -1.6179 0.581694 -0.434757
1.01713  1    -1.34968 -0.0539754 1.74235 1.7161 0.496393
6.93796  1    -0.306332 0.33827 -0.264965 2.44892 1.81591
0.129439  1    0.304233 0.280374 1.05056 -0.385861 1.96721
1.27423  1    -0.76978 -0.426647 0.672299 0.928138 0.959797
0.657982  1    -0.260176 0.422784 -1.74697 0.35937 0.117806
1.94486  1    -1.34283 0.0683482 0.402838 0.0704595 -0.0519099
2.52705  1    -1.32073 0.0866328 0.211697 2.09305 -0.302105
1.77044  1    0.844879 -0.214519 -0.622607 1.11925 1.19496
2.37847  1    -0.485796 -0.289357 -1.62423 0.198758 0.264157
0.167126  1    -1.33582 -0.600278 -0.738821 -0.800281 0.854737
0.666276  1    -3.23296 0.681317 0.970538 -0.610503 0.315037
1.59157  1    0.563583 -0.822106 -0.280121 0.281632 1.60702
6.69445  1    -1.59537 1.79472 -0.109639 1.2735 1.23154
1.47889  1    -2.28169 -0.228563 0.993538 0.574012 0.497138
0.213773  1    -0.5927 -0.431892 1.11747 1.19551 0.195131
1.60348  1    -0.430806 0.212309 0.888631 -0.372824 1.48265
0.497932  1    -1.35486 2.76075 -0.345311 -0.506317 0.652078
0.122759  1    -0.986795 -2.75799 -1.37479 0.770583 0.6923
7.50274  1    -0.0267934 -0.155437 0.167013 2.53336 2.03367
0.0647691  1    -1.21795 -0.252752 1.46792 1.94323 -0.324324
2.17889  1    -1.77285 0.664234 -0.789197 -1.11256 1.15404
0.0200098  1    0.614696 -1.32369 0.528192 -0.471914 2.26965
2.90275  1    -1.73392 0.0352329 0.193256 1.21236 0.195558
0.231346  1    -1.04619 0.140037 1.41607 1.26096 0.471223
1.61837  1    0.119298 0.567279 -0.480019 1.62685 0.780954
4.10208  1    -3.14511 -1.5691 -0.201182 1.92616 0.279732
5.76737  1    -1.51962 -0.894518 1.047 -1.07679 2.83623
1.40972  1    0.482996 -0.634448 -0.890405 0.379042 1.29556
1.30013  1    0.381073 -1.01476 1.16412 1.33375 0.886251
2.14589  1    -0.0106833 0.533189 -0.980096 0.494112 2.27908
0.284009  1    0.533619 2.37079 0.813041 0.45525 0.782722
2.54942  1    0.0832603 -1.57614 -2.01265 2.22357 0.85589
3.17027  1    -1.88646 -2.49694 -0.561582 -0.359886 0.705745
8.70777  1    -1.12395 1.28597 -0.0925499 2.37901 1.58328
1.10337  1    -1.1639 -0.745457 0.120093 -0.495253 0.932592
0.146638  1    0.834524 0.832961 0.654018 1.52662 0.745638
1.10014  1    0.087432 0.948868 -0.624931 -0.176552 0.875901
2.34046  1    -0.622706 -0.828735 -0.226857 0.479833 0.57009
0.64435  1    -1.35518 0.979416 0.68528 1.59627 0.0135426
1.22496  1    -2.4785 -0.254839 1.11023 1.92069 -0.212752
0.40228  1    -1.6311 -0.553544 0.867876 0.634367 -0.235343
1.80063  1    -1.17983 1.28878 -0.426064 0.11526 1.03215
5.67361  1    0.0546082 -0.681648 0.0751841 2.2283 2.10089
2.31102  1    -1.41324 1.21219 0.578017 0.508271 -0.350776
0.282366  1    -1.24342 0.428923 -0.467731 0.705121 0.254837
2.62072  1    -0.897383 1.76992 -1.73627 0.515614 0.316346
0.866551  1    -1.5958 -0.921462 -0.92739 1.39083 -0.285561
0.0567996  1    -0.964283 0.584185 -0.769682 0.627123 1.03338
2.83694  1    -0.952582 -0.0453524 0.21924 0.878222 0.825245
3.9927  1    -0.360138 -0.264051 1.88535 -0.130382 2.6155
1.26222  1    -1.68002 -1.21773 0.080658 1.69646 0.848553
0.296144  1    -0.643695 1.64982 0.335378 0.755882 -0.36253
2.82774  1    -1.67933 -1.20163 0.216702 2.27379 0.727362
1.68299  1    1.23308 1.62965 0.343641 -0.386215 1.92117
2.54441  1    -1.18303 -0.288298 0.867308 0.673469 -0.70922
0.390804  1    0.493991 1.23643 0.293548 0.132976 0.427393
5.69202  1    -1.21411 0.310485 -1.94933 1.28686 1.50718
0.0194974  1    -0.798397 -0.633026 1.1568 0.671714 0.0184481
1.01565  1    0.720956 0.130309 0.118921 0.236529 3.25357
0.420417  1    -1.82099 0.538158 -0.17233 -0.689178 0.0963913
1.51234  1    -0.495775 0.946401 -0.515085 -0.549525 0.881312
0.283952  1    1.50807 0.0463181 -0.580058 0.341575 1.58449
2.61082  1    -1.00903 -0.0758224 0.691686 1.30583 1.23857
2.8144  1    -0.656374 -1.25473 0.80155 0.951879 0.713073
1.59456  1    -2.06651 0.183582 -0.287218 1.13019 0.157898
3.20695  1    -1.65258 0.366476 0.125675 0.408775 0.692522
0.072  1    -1.70239 1.84209 0.060615 0.779544 0.0783691
0.889041  1    -2.00734 0.565277 -1.42778 0.411661 -0.0850671
3.22314  1    -0.930571 0.506039 0.077554 -0.873879 0.723344
1.53642  1    -0.412585 -0.467774 -0.166822 1.65297 0.800918
0.0772918  1    -1.27797 0.859509 -1.15115 0.303866 -0.934096
1.22075  1    -0.438431 -0.409775 1.62645 0.0735961 0.997824
2.64375  1    -2.09426 -0.912214 0.530955 0.912359 0.536763
2.12734  1    -0.799409 -1.79638 0.455983 0.914263 2.06615
3.89552  1    0.672299 -0.0249315 0.724683 1.56242 1.04327
1.69706  1    -1.61248 -0.0887628 0.228934 0.470496 0.46658
2.04503  1    0.0855311 0.779288 1.74853 -0.0115946 2.02316
0.534012  1    -1.89081 -0.0945978 0.147353 -0.34214 0.236557
0.522199  1    -1.6429 0.415598 -1.1338 0.142811 0.724692
3.07136  1    -0.924563 1.18386 1.2735 -1.14583 1.4932
4.72295  1    0.0295499 -0.190656 1.34362 -0.409949 1.71456
7.70725  1    -0.980845 0.201998 -0.873721 -0.0383025 1.5275
3.25572  1    -0.470454 -0.990922 -1.27817 1.17489 0.454787
0.515374  1    -0.845093 -0.380962 1.50065 1.27815 -0.150896
2.11808  1    -0.183613 0.939995 -0.819856 -0.12364 1.59388
3.72695  1    -0.512353 0.452285 0.93735 2.17278 0.516581
1.24721  1    -0.834508 -0.199682 0.0126468 0.281754 1.20612
4.84309  1    -1.23498 1.36638 -0.943959 0.935568 0.987118
1.00068  1    -0.141647 1.53996 -0.278119 0.692301 1.49501
8.42489  1    -3.60765 -0.0397296 0.308024 -0.0180396 0.671702
4.34446  1    0.239524 -0.500427 1.74265 1.31469 1.47718
2.29387  1    -1.46118 -0.185983 -0.819582 -0.664979 0.836918
2.38923  1    -1.76491 2.22303 -1.16204 -0.503904 0.501074
13.8668  1    -1.01325 0.104544 -0.891712 1.572 2.37824
4.59418  1    -1.32413 0.96251 0.905381 0.52027 1.23559
0.0208548  1    1.25529 0.800656 -0.614119 1.44302 0.664546
0.846972  1    -0.033143 -0.752745 0.345508 0.469028 1.48211
7.96406  1    -0.609293 -0.0619837 -0.670056 1.9783 2.54469
2.5994  1    -0.998851 1.14252 -2.12104 1.3601 0.822318
1.05381  1    -0.758323 -1.0477 0.857082 0.81777 1.85616
0.304541  1    0.59096 2.67223 0.407692 0.421139 -0.0459133
2.80646  1    -3.06237 0.0447796 0.799988 -0.915774 1.21979
0.28525  1    -1.93561 -0.690342 -0.764869 0.397241 0.954817
3.47313  1    -0.948023 -0.837609 0.675859 1.10693 1.00996
1.70471  1    -2.33172 -0.0639663 -0.822132 0.986628 1.05098
5.35936  1    -3.11913 -1.36741 0.162957 -0.419826 1.42395
1.88584  1    0.442428 0.928862 0.146712 2.12611 1.36518
2.47107  1    -0.542881 1.35027 -1.38919 -0.608035 0.56056
2.33446  1    -1.39907 0.751186 -0.49232 0.598727 0.335753
1.2146  1    -0.657023 0.845078 -0.916919 0.694182 1.57226
2.2631  1    -0.293901 1.33692 -1.74269 0.703241 0.503407
2.6879  1    -1.37832 -0.333843 2.63687 0.734566 0.904931
1.69066  1    0.804945 0.344366 -1.876 1.85993 1.57513
1.83461  1    -1.40741 2.36398 -0.383021 0.797739 0.521529
0.782597  1    -0.898591 -0.3841 -0.569865 1.26845 -0.256244
1.02564  1    -0.782732 -0.253783 -0.807506 1.16505 -0.328886
0.533007  1    -0.126435 1.00407 -0.685792 -0.392675 1.76798
4.60984  1    -2.7365 -0.203584 0.192155 0.214862 1.16078
1.57444  1    0.737096 0.412695 0.78924 0.0883018 2.46678
1.59438  1    0.860258 0.0439589 0.0738096 1.16699 1.17496
6.70397  1    0.226829 1.3351 -0.0609849 0.648289 2.03925
2.11267  1    0.918983 -0.773675 -0.208426 1.33243 2.09827
1.58835  1    -0.840828 1.79604 0.518651 -0.0493471 -0.175319
1.00245  1    -0.894624 -0.507463 1.21281 0.893174 1.23057
3.82738  1    -2.27183 -0.703401 -0.154819 0.875075 -0.271742
0.0900467  1    -1.14881 0.486436 -0.316825 1.76923 -0.430436
1.62937  1    -0.287706 -0.403557 -0.661089 1.21425 1.16416
0.903705  1    -1.27299 -0.250994 -1.12875 0.0454945 0.26071
5.45813  1    -1.04129 -0.369664 -1.40019 2.64181 1.18831
0.443434  1    0.202243 0.23823 1.16228 0.833071 1.44771
3.26716  1    -0.426913 -0.546812 0.181746 0.57639 2.35237
0.028578  1    -0.489062 0.486056 0.069882 -0.378104 0.957424
1.01577  1    -1.35482 -0.605901 -1.44411 -1.04488 1.13755
4.99771  1    0.134637 2.05752 0.0895159 1.6918 1.46132
3.06697  1    -0.0127642 0.0455489 -2.63176 0.863264 1.39583
3.97238  1    -0.802956 1.37835 1.37166 -0.0678417 1.93293
2.55148  1    -0.900105 0.124843 1.26661 1.06151 1.09441
1.81741  1    -0.38487 1.58104 -0.147655 0.509094 0.740818
3.64522  1    -1.6552 -0.787979 -0.818305 1.54244 0.229681
5.14315  1    -1.97992 0.720384 -0.922695 -0.0023437 1.64996
0.575754  1    -0.168007 -0.762333 0.692019 -1.33745 1.3268
2.76037  1    -1.13282 -0.519572 0.232025 1.27052 0.940468
3.07076  1    0.350847 0.848024 1.37682 2.73956 0.465423
0.28771  1    -0.963645 -0.15484 -1.41669 0.0229559 1.27321
6.27107  1    -1.02771 -0.464139 1.01282 1.20533 1.05409
0.190406  1    -0.966108 1.49183 -0.0360161 -0.169882 0.22083
3.29717  1    -1.21834 -0.426021 1.1244 0.99639 0.847604
5.52757  1    -0.0424967 1.4209 -0.0276171 0.259957 1.9293
0.323834  1    -1.04598 -0.76129 0.0322867 -0.105533 0.447167
1.05559  1    -0.0854363 1.31784 0.112223 0.714987 1.17497
4.18765  1    -2.44946 0.682267 -1.4805 0.748139 0.904788
1.75897  1    -2.10631 -0.0951751 -0.356109 1.67513 0.0528884
0.206972  1    0.175114 -0.166967 -1.36949 -0.557677 1.19954
1.7739  1    -1.30213 0.345923 -1.33182 -0.0246486 0.87609
6.58649  1    -1.13457 -0.465473 -1.1606 0.4574 1.79305
4.01821  1    -1.64768 1.28029 0.589004 -0.185201 1.13547
5.93387  1    -2.85067 0.744053 0.859902 0.0235308 1.14108
1.56882  1    -0.489829 -0.256772 -0.0647599 -0.0757511 2.16776
0.979026  1    -0.80005 -0.533668 -0.925507 -0.533943 2.06539
1.43738  1    -1.22573 1.51288 1.03939 -0.644892 0.87446
1.76323  1    -1.02374 1.21692 -1.14683 1.12691 -0.268909
1.21263  1    -0.788976 0.189161 -0.756978 -0.782597 0.909735
0.919973  1    0.508575 -0.233658 0.726086 1.78103 0.00694314
2.87208  1    -0.751745 0.133357 -0.777166 1.28323 1.50112
0.523658  1    0.615667 0.341637 -0.256358 0.490918 1.29222
1.03668  1    -2.23987 -1.21929 1.23599 0.189429 1.39888
2.47322  1    -1.34884 1.96392 0.512669 0.438739 0.52011
2.32862  1    0.243778 1.87644 1.55227 -0.599195 1.75604
1.30177  1    0.00619603 -0.535287 -0.568966 1.14636 2.13345
3.31219  1    -1.23556 0.374925 -0.569811 -0.0230186 0.53706
5.32644  1    -0.256051 0.0258595 -0.762483 2.03946 1.38665
0.77459  1    -1.19766 -0.0403195 0.619149 -0.978259 0.322781
4.45757  1    -0.54108 2.57569 0.71872 1.55075 0.322053
0.926676  1    1.04877 1.08825 0.983833 -0.335705 2.29348
0.462023  1    0.275402 -0.134868 -0.310459 0.439586 0.661734
2.30438  1    1.59436 -1.27802 1.01016 1.49112 2.14516
1.62549  1    -1.27676 -0.591189 -0.456936 0.172834 -0.064281
4.5897  1    -1.03967 0.703983 0.695456 0.187309 2.2872
0.0233664  1    -1.43267 0.392405 -0.996223 0.346677 0.511698
3.02096  1    -1.01156 0.115463 -0.651653 1.04558 0.130626
2.9442  1    -0.932152 -0.778633 0.36397 1.18382 1.02484
0.840809  1    0.41926 -0.964743 -0.672887 0.912481 1.77322
1.98016  1    -0.777151 1.37634 0.895741 0.28062 0.86543
1.54392  1    -1.35221 -1.69151 0.807168 1.36309 -0.284388
0.126176  1    -0.126849 -0.674551 0.387993 -0.702578 1.99094
4.73201  1    0.47715 1.76614 -0.988421 2.14798 0.48002
2.25411  1    -2.00755 -0.322586 -1.50148 0.846481 1.05351
4.71212  1    -1.45427 0.0484141 -1.51519 0.804766 0.967501
0.356927  1    -0.685446 -1.50403 1.04007 -0.0414149 1.58278
1.35438  1    -2.26062 0.157222 -0.332391 0.895025 -0.252241
0.945452  1    0.265576 -0.748471 -1.11631 0.802729 1.27805
0.198294  1    -0.33467 1.16011 0.392421 0.764505 0.475182
0.222195  1    -1.39722 0.610284 -0.503576 1.23041 1.72308
0.41088  1    -3.17829 1.25269 1.83321 0.322156 -1.02383
2.86575  1    -0.335945 1.26014 -1.45655 1.41697 1.23063
1.46198  1    -0.357945 0.2098 -0.54619 0.15721 1.46343
1.4932  1    -1.54599 -0.848128 -0.74045 1.15617 0.831758
1.7157  1    0.0948848 -0.64082 -1.05533 0.667465 2.10288
0.193315  1    -1.3507 -0.807377 0.813599 0.554839 0.80603
5.76428  1    0.0858222 0.446736 -0.78303 1.00274 2.48798
0.545744  1    -0.700667 0.405775 -0.592755 0.395728 0.866015
0.279469  1    -0.109826 -0.432586 -0.635603 1.71353 0.345861
0.17924  1    0.378073 -0.065569 -0.374119 1.2965 1.10708
0.126381  1    1.21636 -0.355318 -0.583889 0.988382 1.18754
4.32694  1    -1.13094 -0.43089 0.823914 0.811681 1.02299
6.38175  1    -0.764254 1.53663 -0.158465 1.52291 2.27508
0.733701  1    -1.44599 -0.244049 -0.505581 1.57991 -0.827556
3.99927  1    -1.11249 -0.901212 -0.240412 0.622773 1.32228
3.00933  1    -1.73516 -0.237818 -0.573046 0.806252 0.607913
2.01833  1    -1.08604 0.846974 0.878436 0.976058 1.16853
4.87295  1    -0.0326384 1.75697 0.184283 1.91492 0.879215
1.96882  1    -2.12549 1.33695 0.404257 -0.0338288 0.588379
2.32363  1    -0.780194 0.997689 -0.290721 0.0318895 0.314342
2.15779  1    -0.26078 0.730753 0.666399 1.11013 0.61107
4.16778  1    0.0576219 0.368399 1.25687 1.95604 1.20242
5.01671  1    0.24104 2.60326 1.4473 0.889477 0.876205
3.87875  1    -1.10297 -1.02014 0.496379 1.79433 0.492418
1.64528  1    -0.0806353 1.24713 0.801392 1.469 0.105682
6.54473  1    -1.62851 -0.770907 0.585421 0.429943 0.543744
1.73258  1    -0.572194 1.7072 1.29826 -0.504233 1.01411
3.41418  1    -0.473759 0.16376 0.0235841 1.71418 0.681788
0.0714604  1    -1.90235 0.633568 -0.909296 -0.327708 0.365307
4.77127  1    -1.37146 -0.18387 -0.955127 2.03831 1.32026
1.23933  1    -0.289631 -0.293467 -0.0168349 0.109248 1.41812
2.25485  1    -0.467794 0.386546 -0.380854 -0.479208 1.66733
0.307528  1    -1.64475 -0.727372 0.191737 0.344023 -0.546954
2.05004  1    -0.0632503 0.26975 0.0636739 0.737173 1.32053
2.84409  1    -0.395304 0.719545 -0.124291 1.28912 0.850251
1.09745  1    0.0212172 0.469907 0.137398 0.956494 1.03159
2.2703  1    -0.016682 -0.295525 0.422983 1.38462 2.03341
2.23437  1    0.722337 1.06996 -0.283494 0.644735 0.663843
0.829945  1    -0.712678 -0.47536 -0.896808 -0.53391 1.72783
2.05111  1    -1.08476 1.75257 -0.773906 0.713885 -0.200851
3.49542  1    0.0799956 -0.0497727 0.938032 1.60015 1.81917
9.38631  1    -0.622457 0.101159 0.694467 2.03024 2.10606
1.10065  1    -1.66455 -0.112259 -0.908425 1.30391 0.428705
1.40723  1    -1.40007 1.42864 2.34844 0.234086 1.44505
1.77364  1    -2.36055 -0.733766 1.37473 -1.48664 1.67458
5.37791  1    -1.66703 0.908062 0.240913 0.313478 1.1781
3.56499  1    0.723357 -0.182979 -0.360395 0.483962 2.23937
2.37778  1    1.09379 1.17871 0.681626 0.825068 1.96314
1.57211  1    -1.21864 -0.304529 -1.10528 1.48348 0.476843
2.20929  1    -0.378485 0.296403 0.873428 0.645467 0.936877
0.992793  1    -0.455592 -1.45165 0.312955 1.33151 1.14482
2.0958  1    -1.29726 0.291782 0.322632 0.0729512 0.268402
0.577967  1    -0.155789 -0.0273926 0.919503 0.164905 0.689728
3.42418  1    -0.773164 -0.137167 -0.334168 2.8003 -0.123486
4.8424  1    2.18641 -1.6056 0.21989 1.31423 2.82853
2.16057  1    0.0578827 1.42876 -1.07916 1.33056 0.66878
6.30881  1    -1.18004 1.42511 -0.0641318 0.577817 1.59018
2.39472  1    -0.424142 -0.45887 0.449384 3.69008 -0.551141
10.8772  1    -1.3656 0.741583 -2.17179 0.854459 3.18197
0.200525  1    -2.13823 0.22022 0.586946 -0.557515 0.609387
0.331491  1    -1.01829 -2.3104 0.36939 1.09435 0.394258
0.274163  1    -0.209951 -1.9644 -0.598125 2.35121 1.22777
2.9846  1    0.0506038 2.04645 -1.5935 1.06037 0.943636
3.03557  1    0.129315 -0.772709 0.932316 1.59807 2.04668
4.47878  1    0.0726034 -1.4439 1.32474 1.8874 1.92924
1.23194  1    -2.6114 1.20621 -1.20591 0.503548 -0.531549
2.24196  1    -0.851872 -0.0553187 0.711161 -0.705764 0.570638
1.27424  1    -0.0226776 0.00755126 0.395117 1.16326 1.20964
3.60583  1    -0.843866 -0.344412 -0.846069 -0.568457 2.07605
0.390596  1    -0.00470516 0.10221 -1.20291 1.77474 -0.128175
1.33715  1    -0.241546 1.15405 0.76712 1.10998 0.843746
0.229219  1    1.45326 1.06611 0.649557 1.6196 0.651816
2.27802  1    -1.16214 -1.02851 0.388545 -0.321252 1.57621
0.0257561  1    -0.493176 0.584794 0.652992 1.58829 0.907163
3.2266  1    -0.787997 0.421857 0.553353 1.44185 0.545142
1.16591  1    -0.372022 -0.945714 2.06847 1.14119 1.02557
2.32472  1    -1.559 -0.758133 -0.078159 1.60865 -0.0990565
1.31238  1    -1.2232 -0.319988 1.4965 0.00670412 0.528894
0.311309  1    -1.47293 0.520389 0.120036 0.387656 0.135439
2.29002  1    -1.21292 0.910635 -1.31546 -0.925474 0.753619
3.48431  1    -0.538665 -0.953527 0.426223 0.863179 0.632536
0.982366  1    -1.06197 -2.03818 -1.77329 0.34404 2.01973
0.0163981  1    -0.630342 1.20963 1.25009 -0.489379 0.368792
6.47418  1    -1.72287 0.870633 0.280925 1.28999 1.58942
2.0774  1    0.35558 0.22357 1.52493 -1.4808 1.97767
1.1969  1    -1.73129 2.76093 0.82558 0.506854 -0.152487
0.289873  1    0.0308711 -0.721786 1.10844 0.00114818 1.3907
2.73997  1    -0.454568 -0.919311 0.73654 1.43962 0.706265
4.84973  1    -2.38883 0.308168 -0.640885 0.0807182 1.51907
0.804935  1    -0.29461 -0.555551 -0.334877 -0.47092 0.99913
1.82668  1    -0.183536 2.13266 -1.90619 1.3076 0.27318
0.0181035  1    0.188847 0.457519 0.556703 0.894389 0.0419008
4.90935  1    -1.30227 0.892817 1.00655 0.711769 0.682841
1.92979  1    0.470628 -0.498162 -0.695868 0.123947 2.40558
9.91433  1    -1.51171 -0.86794 0.718082 2.06996 1.90549
0.870447  1    0.0240972 -1.25399 0.490767 0.315511 2.19633
0.196638  1    -1.03579 0.156918 -0.527337 1.12071 0.921032
0.523544  1    -1.41957 0.467669 0.92833 0.619375 -0.231407
0.549366  1    -1.35703 1.14899 1.55772 -0.15028 1.10559
2.56087  1    -0.295987 -0.341024 -1.74501 0.482276 2.35598
1.54625  1    -0.461628 -0.256447 1.29606 0.405977 0.987754
0.874536  1    0.313805 1.49351 0.217124 -0.0288246 0.267051
1.99086  1    0.237699 -0.460272 -0.0128857 2.01823 0.44011
1.56959  1    0.165749 0.967913 -0.031556 1.12077 0.350928
3.44876  1    -0.466933 0.198474 -0.949292 1.12119 1.46691
1.48159  1    0.61253 1.82028 -0.219019 0.997089 0.502584
1.67392  1    -0.715453 0.894159 1.67662 0.138712 0.508211
0.034669  1    -1.56254 1.33311 1.46627 -1.65665 0.877428
2.2877  1    -0.576814 -0.207202 -0.755441 1.15334 0.774455
6.54427  1    -0.53932 0.519304 1.19403 1.81487 1.96948
4.86224  1    -1.53037 -0.126795 1.53379 1.14571 0.956051
0.13612  1    0.908425 0.729303 -0.162722 -0.47853 1.25812
1.48508  1    -0.919136 0.262846 0.0198893 -0.327623 1.06816
2.36471  1    0.462535 0.586153 -1.41131 0.650069 1.71048
0.00831199  1    1.014 1.1329 -2.37065 0.510216 1.83017
2.24287  1    -0.404763 -0.426848 0.0257344 0.255364 1.79314
2.52193  1    -1.17996 -0.382984 0.10572 1.04342 0.836739
3.5437  1    -0.851882 0.303436 -0.319344 1.3325 0.302899
2.52254  1    -1.55977 0.618406 0.233446 -0.106191 1.42416
1.29936  1    0.056662 1.75699 1.28808 1.4399 0.245438
3.28087  1    -0.620618 1.21537 1.97849 0.354233 0.908802
1.66048  1    0.546649 0.838532 -1.63523 1.78048 0.397205
1.59537  1    0.567228 -0.301124 -1.48445 0.465741 1.81933
6.96064  1    -2.37812 0.165052 0.254443 0.387034 0.872747
2.85665  1    -0.500298 2.25496 -1.90774 1.58492 0.282207
3.59882  1    -1.28683 -0.569811 3.04314 0.835449 0.982443
0.87227  1    -0.250778 0.910833 -0.734166 0.0973201 0.629651
7.69644  1    -1.284 0.318818 -0.0724944 0.574149 1.85011
1.99405  1    0.775598 0.0500916 0.164852 0.686739 1.88696
2.04028  1    -0.332356 0.947374 0.796526 1.38945 1.40789
2.2537  1    -1.70733 -0.799853 1.18646 -0.00193745 1.84013
